,phase,library
cell_5569459,G1,Fibroblast
cell_5570484,S,Fibroblast
cell_5571731,G1-G0 transition,Fibroblast
cell_5572261,G0,Fibroblast
cell_5572580,G1,Fibroblast
cell_5572633,G0,Fibroblast
cell_5573811,G0,Fibroblast
cell_5575387,G0,Fibroblast
cell_5576260,G0,Fibroblast
cell_5576885,G0,Fibroblast
cell_5580641,G1,Fibroblast
cell_5584532,G1-G0 transition,Fibroblast
cell_5585937,G2M,Fibroblast
cell_5593678,G1-G0 transition,Fibroblast
cell_5594493,G1-G0 transition,Fibroblast
cell_5596539,G0,Fibroblast
cell_5596634,G0,Fibroblast
cell_5598294,S,Fibroblast
cell_5601164,G0,Fibroblast
cell_5602498,S,Fibroblast
cell_5603884,G1,Fibroblast
cell_5605464,S,Fibroblast
cell_5607987,G1-G0 transition,Fibroblast
cell_5609211,G1-G0 transition,Fibroblast
cell_5611982,G0,Fibroblast
cell_5615012,S,Fibroblast
cell_5619034,G2M,Fibroblast
cell_5622086,G1,Fibroblast
cell_5622836,G2M,Fibroblast
cell_5624334,G1-G0 transition,Fibroblast
cell_5624459,G0,Fibroblast
cell_5625194,G0,Fibroblast
cell_5627587,G0,Fibroblast
cell_5628121,G0,Fibroblast
cell_5628552,S,Fibroblast
cell_5630736,S,Fibroblast
cell_5631557,G1,Fibroblast
cell_5632722,S,Fibroblast
cell_5639340,S,Fibroblast
cell_5640139,G2M,Fibroblast
cell_5641653,G1,Fibroblast
cell_5641717,G0,Fibroblast
cell_5641963,G0,Fibroblast
cell_5642056,G0,Fibroblast
cell_5642723,G2M,Fibroblast
cell_5644583,S,Fibroblast
cell_5644960,S,Fibroblast
cell_5645412,G1,Fibroblast
cell_5645792,G0,Fibroblast
cell_5647114,G0,Fibroblast
cell_5652419,G1-G0 transition,Fibroblast
cell_5653092,G1-G0 transition,Fibroblast
cell_5657178,G2M,Fibroblast
cell_5657282,S,Fibroblast
cell_5659121,G0,Fibroblast
cell_5659373,G1-G0 transition,Fibroblast
cell_5660259,G1-G0 transition,Fibroblast
cell_5665441,G1-G0 transition,Fibroblast
cell_5667863,G1-G0 transition,Fibroblast
cell_5670468,S,Fibroblast
cell_5671669,S,Fibroblast
cell_5673640,G0,Fibroblast
cell_5675115,G1,Fibroblast
cell_5680915,G0,Fibroblast
cell_5684297,G1,Fibroblast
cell_5685758,G1,Fibroblast
cell_5687384,S,Fibroblast
cell_5688230,G0,Fibroblast
cell_5690285,G2M,Fibroblast
cell_5692124,G0,Fibroblast
cell_5693387,S,Fibroblast
cell_5695494,G1,Fibroblast
cell_5696036,S,Fibroblast
cell_5696901,G2M,Fibroblast
cell_5697426,G1,Fibroblast
cell_5699623,G1,Fibroblast
cell_5701305,G1-G0 transition,Fibroblast
cell_5702747,G1-G0 transition,Fibroblast
cell_5703027,S,Fibroblast
cell_5704333,G0,Fibroblast
cell_5707059,G2M,Fibroblast
cell_5707464,G0,Fibroblast
cell_5707717,G0,Fibroblast
cell_5709130,G1,Fibroblast
cell_5709863,G1-G0 transition,Fibroblast
cell_5710198,G1-G0 transition,Fibroblast
cell_5710472,S,Fibroblast
cell_5710627,G0,Fibroblast
cell_5713104,G0,Fibroblast
cell_5713108,S,Fibroblast
cell_5721087,G0,Fibroblast
cell_5721613,G0,Fibroblast
cell_5722473,G2M,Fibroblast
cell_5722842,S,Fibroblast
cell_5723982,G2M,Fibroblast
cell_5724038,G0,Fibroblast
cell_5724363,G0,Fibroblast
cell_5729219,G1-G0 transition,Fibroblast
cell_5730014,G1-G0 transition,Fibroblast
cell_5731191,G0,Fibroblast
cell_5732097,G1-G0 transition,Fibroblast
cell_5733164,G2M,Fibroblast
cell_5733482,G1-G0 transition,Fibroblast
cell_5738918,S,Fibroblast
cell_5739325,G0,Fibroblast
cell_5739731,G0,Fibroblast
cell_5739852,G1-G0 transition,Fibroblast
cell_5742572,G0,Fibroblast
cell_5742850,G0,Fibroblast
cell_5743168,G0,Fibroblast
cell_5743309,S,Fibroblast
cell_5743652,G1-G0 transition,Fibroblast
cell_5743693,G1-G0 transition,Fibroblast
cell_5743740,G1-G0 transition,Fibroblast
cell_5744807,S,Fibroblast
cell_5745228,G0,Fibroblast
cell_5745296,S,Fibroblast
cell_5750433,G0,Fibroblast
cell_5751159,S,Fibroblast
cell_5752481,S,Fibroblast
cell_5753038,G0,Fibroblast
cell_5753263,S,Fibroblast
cell_5755664,G0,Fibroblast
cell_5755751,G1,Fibroblast
cell_5756768,G1,Fibroblast
cell_5757540,G0,Fibroblast
cell_5758441,G1-G0 transition,Fibroblast
cell_5758761,G1-G0 transition,Fibroblast
cell_5760046,S,Fibroblast
cell_5760670,G0,Fibroblast
cell_5762835,G1,Fibroblast
cell_5765261,G2M,Fibroblast
cell_5765312,S,Fibroblast
cell_5767372,G1-G0 transition,Fibroblast
cell_5770060,S,Fibroblast
cell_5772094,G1-G0 transition,Fibroblast
cell_5772450,S,Fibroblast
cell_5773687,G1,Fibroblast
cell_5775373,G0,Fibroblast
cell_5777465,G1,Fibroblast
cell_5777830,G0,Fibroblast
cell_5778378,G1,Fibroblast
cell_5779362,G0,Fibroblast
cell_5779387,G0,Fibroblast
cell_5779597,G1,Fibroblast
cell_5779766,G0,Fibroblast
cell_5781231,G1-G0 transition,Fibroblast
cell_5781593,G0,Fibroblast
cell_5781686,G1,Fibroblast
cell_5786970,G1-G0 transition,Fibroblast
cell_5787651,G0,Fibroblast
cell_5787740,G0,Fibroblast
cell_5789164,G1,Fibroblast
cell_5789705,G1,Fibroblast
cell_5790912,G1,Fibroblast
cell_5793057,G0,Fibroblast
cell_5794907,G0,Fibroblast
cell_5795436,S,Fibroblast
cell_5795516,G1,Fibroblast
cell_5797747,G2M,Fibroblast
cell_5798817,G1-G0 transition,Fibroblast
cell_5801759,S,Fibroblast
cell_5802437,S,Fibroblast
cell_5803049,S,Fibroblast
cell_5803523,G0,Fibroblast
cell_5803526,G1,Fibroblast
cell_5804435,G1-G0 transition,Fibroblast
cell_5804557,G0,Fibroblast
cell_5805351,G1-G0 transition,Fibroblast
cell_5806297,G1,Fibroblast
cell_5806808,G0,Fibroblast
cell_5807026,G0,Fibroblast
cell_5807347,S,Fibroblast
cell_5808726,G1,Fibroblast
cell_5811203,G1-G0 transition,Fibroblast
cell_5811283,G0,Fibroblast
cell_5815044,S,Fibroblast
cell_5815511,G1-G0 transition,Fibroblast
cell_5815667,G0,Fibroblast
cell_5818118,G0,Fibroblast
cell_5828818,G1-G0 transition,Fibroblast
cell_5829499,S,Fibroblast
cell_5830186,G0,Fibroblast
cell_5831679,G1-G0 transition,Fibroblast
cell_5836144,G0,Fibroblast
cell_5836584,G0,Fibroblast
cell_5837437,G1,Fibroblast
cell_5837827,G2M,Fibroblast
cell_5841218,G2M,Fibroblast
cell_5845224,G1,Fibroblast
cell_5845433,S,Fibroblast
cell_5846859,G0,Fibroblast
cell_5847623,G0,Fibroblast
cell_5848916,G0,Fibroblast
cell_5848942,G1,Fibroblast
cell_5851084,G0,Fibroblast
cell_5854834,G1,Fibroblast
cell_5855413,G1,Fibroblast
cell_5856547,G0,Fibroblast
cell_5857194,S,Fibroblast
cell_5857490,G1-G0 transition,Fibroblast
cell_5857740,S,Fibroblast
cell_5861092,G0,Fibroblast
cell_5861988,G1,Fibroblast
cell_5862515,S,Fibroblast
cell_5863497,G1,Fibroblast
cell_5864745,G1-G0 transition,Fibroblast
cell_5864841,G1-G0 transition,Fibroblast
cell_5864876,G0,Fibroblast
cell_5866357,G1-G0 transition,Fibroblast
cell_5866552,S,Fibroblast
cell_5866808,S,Fibroblast
cell_5868835,G0,Fibroblast
cell_5870218,G0,Fibroblast
cell_5871585,G0,Fibroblast
cell_5871806,G1,Fibroblast
cell_5872200,G0,Fibroblast
cell_5872527,G0,Fibroblast
cell_5876080,G0,Fibroblast
cell_5876690,G0,Fibroblast
cell_5876852,G1,Fibroblast
cell_5877812,G1,Fibroblast
cell_5878644,S,Fibroblast
cell_5884610,G1-G0 transition,Fibroblast
cell_5886558,G1-G0 transition,Fibroblast
cell_5886896,G1-G0 transition,Fibroblast
cell_5887391,G1,Fibroblast
cell_5889214,G0,Fibroblast
cell_5890734,G0,Fibroblast
cell_5891461,G0,Fibroblast
cell_5894557,G0,Fibroblast
cell_5895114,G0,Fibroblast
cell_5897057,G2M,Fibroblast
cell_5898197,G1-G0 transition,Fibroblast
cell_5898899,S,Fibroblast
cell_5902948,G1,Fibroblast
cell_5903324,G2M,Fibroblast
cell_5905648,G1,Fibroblast
cell_5911439,G1-G0 transition,Fibroblast
cell_5913148,G0,Fibroblast
cell_5913611,G2M,Fibroblast
cell_5916740,G0,Fibroblast
cell_5918269,S,Fibroblast
cell_5919378,G1,Fibroblast
cell_5922945,G1-G0 transition,Fibroblast
cell_5922986,S,Fibroblast
cell_5923369,G1,Fibroblast
cell_5924713,G1-G0 transition,Fibroblast
cell_5925870,G0,Fibroblast
cell_5929693,G1,Fibroblast
cell_5930228,S,Fibroblast
cell_5931191,G0,Fibroblast
cell_5932838,G0,Fibroblast
cell_5933293,G1-G0 transition,Fibroblast
cell_5933535,S,Fibroblast
cell_5935064,S,Fibroblast
cell_5935706,G0,Fibroblast
cell_5936895,G1,Fibroblast
cell_5937164,G1-G0 transition,Fibroblast
cell_5938401,G2M,Fibroblast
cell_5939515,G1-G0 transition,Fibroblast
cell_5940531,S,Fibroblast
cell_5940638,G0,Fibroblast
cell_5942016,G1,Fibroblast
cell_5942876,G1-G0 transition,Fibroblast
cell_5944653,S,Fibroblast
cell_5944978,G1-G0 transition,Fibroblast
cell_5945078,S,Fibroblast
cell_5945804,G0,Fibroblast
cell_5946917,G0,Fibroblast
cell_5948099,G2M,Fibroblast
cell_5948587,G0,Fibroblast
cell_5948915,G2M,Fibroblast
cell_5949322,G0,Fibroblast
cell_5951754,G0,Fibroblast
cell_5951782,S,Fibroblast
cell_5952145,S,Fibroblast
cell_5954889,G1,Fibroblast
cell_5955841,G2M,Fibroblast
cell_5956430,G1-G0 transition,Fibroblast
cell_5956576,G1,Fibroblast
cell_5962911,G0,Fibroblast
cell_5962913,G1,Fibroblast
cell_5963257,G0,Fibroblast
cell_5963556,G1,Fibroblast
cell_5964491,G0,Fibroblast
cell_5971049,G1-G0 transition,Fibroblast
cell_5974047,S,Fibroblast
cell_5975005,G1-G0 transition,Fibroblast
cell_5977778,G1,Fibroblast
cell_5978432,G1,Fibroblast
cell_5979394,G0,Fibroblast
cell_5979751,G1,Fibroblast
cell_5984172,S,Fibroblast
cell_5984264,G0,Fibroblast
cell_5984986,G0,Fibroblast
cell_5987960,G1-G0 transition,Fibroblast
cell_5988814,G1-G0 transition,Fibroblast
cell_5989052,S,Fibroblast
cell_5990571,S,Fibroblast
cell_5992954,G0,Fibroblast
cell_5994604,G0,Fibroblast
cell_5998354,G0,Fibroblast
cell_5998952,G1-G0 transition,Fibroblast
cell_5999191,G0,Fibroblast
cell_6000340,G1,Fibroblast
cell_6003524,G1,Fibroblast
cell_6004010,G0,Fibroblast
cell_6004775,G0,Fibroblast
cell_6005213,G2M,Fibroblast
cell_6005620,G2M,Fibroblast
cell_6005705,G2M,Fibroblast
cell_6006605,S,Fibroblast
cell_6010331,G1,Fibroblast
cell_6011796,S,Fibroblast
cell_6013916,G1-G0 transition,Fibroblast
cell_6016721,G1,Fibroblast
cell_6018617,S,Fibroblast
cell_6019562,G1,Fibroblast
cell_6021206,G1,Fibroblast
cell_6021287,G0,Fibroblast
cell_6023104,G1-G0 transition,Fibroblast
cell_6025955,G0,Fibroblast
cell_6026973,G0,Fibroblast
cell_6028901,G2M,Fibroblast
cell_6030846,S,Fibroblast
cell_6031039,G0,Fibroblast
cell_6031601,G2M,Fibroblast
cell_6032467,G0,Fibroblast
cell_6033008,S,Fibroblast
cell_6033370,S,Fibroblast
cell_6033821,G1,Fibroblast
cell_6034483,G2M,Fibroblast
cell_6034942,G0,Fibroblast
cell_6035540,G0,Fibroblast
cell_6036767,G0,Fibroblast
cell_6038170,S,Fibroblast
cell_6038298,G2M,Fibroblast
cell_6040630,G0,Fibroblast
cell_6041015,G0,Fibroblast
cell_6041791,G0,Fibroblast
cell_6048469,G1,Fibroblast
cell_6055324,S,Fibroblast
cell_6055740,G1,Fibroblast
cell_6056300,G2M,Fibroblast
cell_6056637,G0,Fibroblast
cell_6057556,G1,Fibroblast
cell_6058485,G0,Fibroblast
cell_6058542,G0,Fibroblast
cell_6058618,G1,Fibroblast
cell_6060590,G1,Fibroblast
cell_6061164,G1,Fibroblast
cell_6062474,G2M,Fibroblast
cell_6063556,S,Fibroblast
cell_6064530,G1,Fibroblast
cell_6065985,G1-G0 transition,Fibroblast
cell_6066423,G0,Fibroblast
cell_6066728,S,Fibroblast
cell_6069208,G1,Fibroblast
cell_6070265,S,Fibroblast
cell_6073654,G1-G0 transition,Fibroblast
cell_6073777,G0,Fibroblast
cell_6081113,G2M,Fibroblast
cell_6083179,G1-G0 transition,Fibroblast
cell_6084490,G1,Fibroblast
cell_6086197,G0,Fibroblast
cell_6086985,G1-G0 transition,Fibroblast
cell_6088445,G0,Fibroblast
cell_6097215,G1,Fibroblast
cell_6097458,S,Fibroblast
cell_6101428,G1-G0 transition,Fibroblast
cell_6102152,G0,Fibroblast
cell_6102270,G2M,Fibroblast
cell_6103867,S,Fibroblast
cell_6104197,G1-G0 transition,Fibroblast
cell_6105154,G0,Fibroblast
cell_6105481,G1-G0 transition,Fibroblast
cell_6106196,G0,Fibroblast
cell_6106221,G1-G0 transition,Fibroblast
cell_6106407,G0,Fibroblast
cell_6106541,G0,Fibroblast
cell_6107330,G0,Fibroblast
cell_6107681,G0,Fibroblast
cell_6110123,S,Fibroblast
cell_6111077,G1-G0 transition,Fibroblast
cell_6113526,S,Fibroblast
cell_6113997,G2M,Fibroblast
cell_6115089,G0,Fibroblast
cell_6115325,G0,Fibroblast
cell_6118575,G0,Fibroblast
cell_6118834,G0,Fibroblast
cell_6121605,G2M,Fibroblast
cell_6124843,G0,Fibroblast
cell_6126025,S,Fibroblast
cell_6128048,G0,Fibroblast
cell_6131417,G1-G0 transition,Fibroblast
cell_6131984,G1,Fibroblast
cell_6132202,G1,Fibroblast
cell_6135985,S,Fibroblast
cell_6138951,G0,Fibroblast
cell_6139675,G0,Fibroblast
cell_6140356,G0,Fibroblast
cell_6141782,G0,Fibroblast
cell_6142429,G1,Fibroblast
cell_6143195,G1,Fibroblast
cell_6144550,G1,Fibroblast
cell_6147645,G1-G0 transition,Fibroblast
cell_6153464,G1-G0 transition,Fibroblast
cell_6154853,G1,Fibroblast
cell_6156723,G0,Fibroblast
cell_6158592,G2M,Fibroblast
cell_6159986,G0,Fibroblast
cell_6162346,G1,Fibroblast
cell_6164183,S,Fibroblast
cell_6165521,G2M,Fibroblast
cell_6166425,G0,Fibroblast
cell_6166878,G0,Fibroblast
cell_6167671,G1,Fibroblast
cell_6168772,G1-G0 transition,Fibroblast
cell_6169521,G0,Fibroblast
cell_6169873,G1-G0 transition,Fibroblast
cell_6171302,G1,Fibroblast
cell_6171574,S,Fibroblast
cell_6173426,G1,Fibroblast
cell_6173510,G1-G0 transition,Fibroblast
cell_6174819,G0,Fibroblast
cell_6176238,G1,Fibroblast
cell_6177578,G1,Fibroblast
cell_6177704,G0,Fibroblast
cell_6177885,S,Fibroblast
cell_6178096,S,Fibroblast
cell_6179750,G1-G0 transition,Fibroblast
cell_6180456,G0,Fibroblast
cell_6182016,G1,Fibroblast
cell_6182074,G2M,Fibroblast
cell_6182347,G2M,Fibroblast
cell_6186623,S,Fibroblast
cell_6188193,G0,Fibroblast
cell_6189953,G0,Fibroblast
cell_6191262,G1,Fibroblast
cell_6193000,G1,Fibroblast
cell_6193449,G0,Fibroblast
cell_6195106,G1,Fibroblast
cell_6195459,G0,Fibroblast
cell_6199050,G0,Fibroblast
cell_6200252,G1-G0 transition,Fibroblast
cell_6200901,G1,Fibroblast
cell_6201060,G1-G0 transition,Fibroblast
cell_6201149,G1,Fibroblast
cell_6201778,G1-G0 transition,Fibroblast
cell_6201906,G0,Fibroblast
cell_6203106,G0,Fibroblast
cell_6203618,G1-G0 transition,Fibroblast
cell_6203859,S,Fibroblast
cell_6208587,G0,Fibroblast
cell_6208703,G0,Fibroblast
cell_6210197,G0,Fibroblast
cell_6211347,S,Fibroblast
cell_6211416,G1-G0 transition,Fibroblast
cell_6214799,G1-G0 transition,Fibroblast
cell_6215277,G0,Fibroblast
cell_6215932,G1,Fibroblast
cell_6216709,G1,Fibroblast
cell_6221646,S,Fibroblast
cell_6221962,G1-G0 transition,Fibroblast
cell_6223504,G1-G0 transition,Fibroblast
cell_6225278,G1,Fibroblast
cell_6225807,G0,Fibroblast
cell_6229616,S,Fibroblast
cell_6229930,S,Fibroblast
cell_6230348,G1-G0 transition,Fibroblast
cell_6232892,S,Fibroblast
cell_6233829,G0,Fibroblast
cell_6234694,G1-G0 transition,Fibroblast
cell_6235611,G0,Fibroblast
cell_6235883,G1,Fibroblast
cell_6238685,G1-G0 transition,Fibroblast
cell_6239957,G1-G0 transition,Fibroblast
cell_6240961,S,Fibroblast
cell_6241240,G1-G0 transition,Fibroblast
cell_6243634,S,Fibroblast
cell_6243921,S,Fibroblast
cell_6244699,G1-G0 transition,Fibroblast
cell_6245830,G0,Fibroblast
cell_6246463,G2M,Fibroblast
cell_6247364,G0,Fibroblast
cell_6247567,G1-G0 transition,Fibroblast
cell_6251541,G1-G0 transition,Fibroblast
cell_6251959,S,Fibroblast
cell_6254456,G1-G0 transition,Fibroblast
cell_6256275,S,Fibroblast
cell_6256357,G0,Fibroblast
cell_6259087,G0,Fibroblast
cell_6259508,G1,Fibroblast
cell_6260261,G1,Fibroblast
cell_6260304,S,Fibroblast
cell_6261032,S,Fibroblast
cell_6264760,S,Fibroblast
cell_6265507,G1,Fibroblast
cell_6265840,G0,Fibroblast
cell_6267213,G0,Fibroblast
cell_6267812,G1,Fibroblast
cell_6268927,S,Fibroblast
cell_6272090,G1-G0 transition,Fibroblast
cell_6273212,G0,Fibroblast
cell_6273722,S,Fibroblast
cell_6275158,G0,Fibroblast
cell_6276224,G1-G0 transition,Fibroblast
cell_6279867,G0,Fibroblast
cell_6280775,G1-G0 transition,Fibroblast
cell_6286224,S,Fibroblast
cell_6286390,S,Fibroblast
cell_6286615,S,Fibroblast
cell_6287239,G0,Fibroblast
cell_6287285,G1-G0 transition,Fibroblast
cell_6287330,G1,Fibroblast
cell_6288629,G1,Fibroblast
cell_6289531,G0,Fibroblast
cell_6289758,G1,Fibroblast
cell_6291469,G1,Fibroblast
cell_6295118,G1-G0 transition,Fibroblast
cell_6295374,G2M,Fibroblast
cell_6295624,G1-G0 transition,Fibroblast
cell_6296030,S,Fibroblast
cell_6297795,G1,Fibroblast
cell_6298773,G0,Fibroblast
cell_6299334,S,Fibroblast
cell_6301380,S,Fibroblast
cell_6305326,G1-G0 transition,Fibroblast
cell_6306817,S,Fibroblast
cell_6308264,S,Fibroblast
cell_6309964,G2M,Fibroblast
cell_6310697,G0,Fibroblast
cell_6313145,G0,Fibroblast
cell_6316847,G0,Fibroblast
cell_6318186,G1,Fibroblast
cell_6318793,G1,Fibroblast
cell_6320470,G1,Fibroblast
cell_6320503,G1,Fibroblast
cell_6321008,G1-G0 transition,Fibroblast
cell_6321619,G1-G0 transition,Fibroblast
cell_6323286,S,Fibroblast
cell_6324115,G1,Fibroblast
cell_6324187,G0,Fibroblast
cell_6324877,G0,Fibroblast
cell_6325784,G0,Fibroblast
cell_6326533,G1,Fibroblast
cell_6326768,G1-G0 transition,Fibroblast
cell_6328159,G0,Fibroblast
cell_6330269,G0,Fibroblast
cell_6334344,G0,Fibroblast
cell_6334852,G0,Fibroblast
cell_6335144,S,Fibroblast
cell_6336150,G0,Fibroblast
cell_6336809,G0,Fibroblast
cell_6338270,G0,Fibroblast
cell_6338925,G2M,Fibroblast
cell_6344235,G0,Fibroblast
cell_6345056,G1,Fibroblast
cell_6346173,G0,Fibroblast
cell_6346524,G0,Fibroblast
cell_6346679,S,Fibroblast
cell_6346768,G0,Fibroblast
cell_6347665,G0,Fibroblast
cell_6350730,G1-G0 transition,Fibroblast
cell_6353566,G1-G0 transition,Fibroblast
cell_6353622,G1-G0 transition,Fibroblast
cell_6354314,G2M,Fibroblast
cell_6356898,G2M,Fibroblast
cell_6359100,S,Fibroblast
cell_6360049,G0,Fibroblast
cell_6360239,S,Fibroblast
cell_6363252,G0,Fibroblast
cell_6367134,G2M,Fibroblast
cell_6368560,G1,Fibroblast
cell_6368764,G1,Fibroblast
cell_6371109,G1,Fibroblast
cell_6371264,G0,Fibroblast
cell_6372788,G1,Fibroblast
cell_6374203,S,Fibroblast
cell_6374478,G1-G0 transition,Fibroblast
cell_6376103,G0,Fibroblast
cell_6378744,G2M,Fibroblast
cell_6381629,G0,Fibroblast
cell_6382015,S,Fibroblast
cell_6382809,G0,Fibroblast
cell_6382932,G0,Fibroblast
cell_6385076,S,Fibroblast
cell_6386757,G0,Fibroblast
cell_6386874,G2M,Fibroblast
cell_6387482,G2M,Fibroblast
cell_6390010,G0,Fibroblast
cell_6392325,S,Fibroblast
cell_6398620,G0,Fibroblast
cell_6399241,G0,Fibroblast
cell_6400397,G1,Fibroblast
cell_6400913,S,Fibroblast
cell_6401230,G0,Fibroblast
cell_6403850,G0,Fibroblast
cell_6405394,S,Fibroblast
cell_6407580,G2M,Fibroblast
cell_6407872,S,Fibroblast
cell_6408732,S,Fibroblast
cell_6410468,G2M,Fibroblast
cell_6413494,G0,Fibroblast
cell_6415299,G1,Fibroblast
cell_6415821,S,Fibroblast
cell_6416589,G1,Fibroblast
cell_6416599,G1-G0 transition,Fibroblast
cell_6418569,G2M,Fibroblast
cell_6418977,G0,Fibroblast
cell_6420076,G1-G0 transition,Fibroblast
cell_6421627,G0,Fibroblast
cell_6422128,S,Fibroblast
cell_6424591,G0,Fibroblast
cell_6425197,G0,Fibroblast
cell_6425470,G1,Fibroblast
cell_6427069,S,Fibroblast
cell_6429537,G0,Fibroblast
cell_6432719,S,Fibroblast
cell_6435608,G0,Fibroblast
cell_6436481,S,Fibroblast
cell_6438266,S,Fibroblast
cell_6440319,G2M,Fibroblast
cell_6442899,G1,Fibroblast
cell_6445017,G1,Fibroblast
cell_6445659,G2M,Fibroblast
cell_6445874,S,Fibroblast
cell_6446818,S,Fibroblast
cell_6446997,G2M,Fibroblast
cell_6452021,G1-G0 transition,Fibroblast
cell_6453009,S,Fibroblast
cell_6456515,G0,Fibroblast
cell_6457277,G0,Fibroblast
cell_6457580,G1-G0 transition,Fibroblast
cell_6457811,G0,Fibroblast
cell_6458030,S,Fibroblast
cell_6458571,G2M,Fibroblast
cell_6458942,G1-G0 transition,Fibroblast
cell_6459065,G0,Fibroblast
cell_6460352,G1-G0 transition,Fibroblast
cell_6461782,G1-G0 transition,Fibroblast
cell_6463291,S,Fibroblast
cell_6463348,G0,Fibroblast
cell_6467299,S,Fibroblast
cell_6469809,G2M,Fibroblast
cell_6473372,G0,Fibroblast
cell_6473651,G0,Fibroblast
cell_6473898,G0,Fibroblast
cell_6473993,G2M,Fibroblast
cell_6475570,G1,Fibroblast
cell_6481661,G1-G0 transition,Fibroblast
cell_6483917,S,Fibroblast
cell_6485513,G0,Fibroblast
cell_6485781,G2M,Fibroblast
cell_6486805,G1,Fibroblast
cell_6487047,G0,Fibroblast
cell_6487932,S,Fibroblast
cell_6487969,G1-G0 transition,Fibroblast
cell_6488405,S,Fibroblast
cell_6489044,G0,Fibroblast
cell_6490240,G1,Fibroblast
cell_6491825,G0,Fibroblast
cell_6492907,G0,Fibroblast
cell_6496037,S,Fibroblast
cell_6496309,G0,Fibroblast
cell_6496789,S,Fibroblast
cell_6500472,G0,Fibroblast
cell_6505844,G1,Fibroblast
cell_6505882,S,Fibroblast
cell_6511933,G1-G0 transition,Fibroblast
cell_6518142,S,Fibroblast
cell_6518577,G0,Fibroblast
cell_6522349,G0,Fibroblast
cell_6525299,G1,Fibroblast
cell_6525636,G1-G0 transition,Fibroblast
cell_6527962,G2M,Fibroblast
cell_6528135,G1-G0 transition,Fibroblast
cell_6528526,G1-G0 transition,Fibroblast
cell_6530115,G2M,Fibroblast
cell_6530617,G0,Fibroblast
cell_6535242,G1-G0 transition,Fibroblast
cell_6535568,G1,Fibroblast
cell_6536026,G1-G0 transition,Fibroblast
cell_6536143,G0,Fibroblast
cell_6539620,G0,Fibroblast
cell_6540383,G0,Fibroblast
cell_6541369,G2M,Fibroblast
cell_6543861,G1,Fibroblast
cell_6545194,G0,Fibroblast
cell_6545676,G0,Fibroblast
cell_6545721,G0,Fibroblast
cell_6547389,G1-G0 transition,Fibroblast
cell_6547663,G2M,Fibroblast
cell_6547909,G0,Fibroblast
cell_6548085,S,Fibroblast
cell_6550658,G0,Fibroblast
cell_6551154,S,Fibroblast
cell_6556475,S,Fibroblast
cell_6558347,G0,Fibroblast
cell_6559096,G0,Fibroblast
cell_6564017,G1-G0 transition,Fibroblast
cell_6566713,G0,Fibroblast
cell_6568705,G1,Fibroblast
cell_6570765,S,Fibroblast
cell_6571473,G1,Fibroblast
cell_6575626,S,Fibroblast
cell_6575996,G1,Fibroblast
cell_6576001,G0,Fibroblast
cell_6577708,G0,Fibroblast
cell_6579898,G0,Fibroblast
cell_6580077,G1-G0 transition,Fibroblast
cell_6580478,G2M,Fibroblast
cell_6584247,S,Fibroblast
cell_6585604,S,Fibroblast
cell_6585730,G0,Fibroblast
cell_6585951,G0,Fibroblast
cell_6588426,G1,Fibroblast
cell_6589277,S,Fibroblast
cell_6589651,G0,Fibroblast
cell_6592480,G2M,Fibroblast
cell_6592843,G1,Fibroblast
cell_6595867,G0,Fibroblast
cell_6596828,G0,Fibroblast
cell_6598528,G1,Fibroblast
cell_6598613,S,Fibroblast
cell_6600841,S,Fibroblast
cell_6603113,G0,Fibroblast
cell_6603419,G0,Fibroblast
cell_6604050,G1-G0 transition,Fibroblast
cell_6606033,G1,Fibroblast
cell_6606285,G2M,Fibroblast
cell_6606455,G0,Fibroblast
cell_6607012,G2M,Fibroblast
cell_6615797,G1,Fibroblast
cell_6617924,S,Fibroblast
cell_6619472,G1,Fibroblast
cell_6619896,G0,Fibroblast
cell_6620852,G0,Fibroblast
cell_6622778,S,Fibroblast
cell_6624347,G1,Fibroblast
cell_6627263,S,Fibroblast
cell_6627604,G1-G0 transition,Fibroblast
cell_6628429,S,Fibroblast
cell_6631295,S,Fibroblast
cell_6631309,G1-G0 transition,Fibroblast
cell_6634345,G0,Fibroblast
cell_6636313,G0,Fibroblast
cell_6639391,G0,Fibroblast
cell_6639553,G1,Fibroblast
cell_6640492,G1,Fibroblast
cell_6641112,G0,Fibroblast
cell_6641222,S,Fibroblast
cell_6641761,S,Fibroblast
cell_6644829,G0,Fibroblast
cell_6646187,G0,Fibroblast
cell_6647374,G0,Fibroblast
cell_6648617,G2M,Fibroblast
cell_6653667,G0,Fibroblast
cell_6653737,G2M,Fibroblast
cell_6655560,G1-G0 transition,Fibroblast
cell_6655608,S,Fibroblast
cell_6658371,G1-G0 transition,Fibroblast
cell_6660005,G0,Fibroblast
cell_6663213,S,Fibroblast
cell_6663439,G1-G0 transition,Fibroblast
cell_6663682,G1-G0 transition,Fibroblast
cell_6664676,G0,Fibroblast
cell_6669227,S,Fibroblast
cell_6671710,G1,Fibroblast
cell_6672324,S,Fibroblast
cell_6673186,S,Fibroblast
cell_6674158,G0,Fibroblast
cell_6674862,G0,Fibroblast
cell_6676698,S,Fibroblast
cell_6677940,G1,Fibroblast
cell_6680296,G1,Fibroblast
cell_6680331,G0,Fibroblast
cell_6680660,G0,Fibroblast
cell_6681724,G2M,Fibroblast
cell_6682464,G0,Fibroblast
