,Gene_stable_ID,human_genes,mouse_genes,Mouse_gene_stable_ID
43208,ENSG00000166165,CKB,Ckb,ENSMUSG00000001270
43221,ENSG00000070047,PHRF1,Phrf1,ENSMUSG00000038611
43222,ENSG00000180035,ZNF48,Zfp553,ENSMUSG00000045598
43224,ENSG00000167165,UGT1A6,Ugt1a6b,ENSMUSG00000090145
43225,ENSG00000167165,UGT1A6,Ugt1a6a,ENSMUSG00000054545
43226,ENSG00000167165,UGT1A6,Ugt1a7c,ENSMUSG00000090124
43229,ENSG00000206979,SNORD61,Snord61,ENSMUSG00000065110
43230,ENSG00000072315,TRPC5,Trpc5,ENSMUSG00000041710
43231,ENSG00000166619,BLCAP,Blcap,ENSMUSG00000067787
43234,ENSG00000179965,ZNF771,Zfp771,ENSMUSG00000054716
43241,ENSG00000163874,ZC3H12A,Zc3h12a,ENSMUSG00000042677
43244,ENSG00000187823,RTL4,Rtl4,ENSMUSG00000071679
43245,ENSG00000181827,RFX7,Rfx7,ENSMUSG00000037674
43251,ENSG00000179918,SEPHS2,Sephs2,ENSMUSG00000049091
43256,ENSG00000126768,TIMM17B,Timm17b,ENSMUSG00000031158
43267,ENSG00000169957,ZNF768,Zfp768,ENSMUSG00000047371
43268,ENSG00000256053,COA8,Coa8,ENSMUSG00000037787
43269,ENSG00000054392,HHAT,Hhat,ENSMUSG00000037375
43275,ENSG00000204175,GPRIN2,Gprin2,ENSMUSG00000071531
43279,ENSG00000107679,PLEKHA1,Plekha1,ENSMUSG00000040268
43280,ENSG00000148110,MFSD14B,Mfsd14b,ENSMUSG00000038212
43286,ENSG00000083782,EPYC,Epyc,ENSMUSG00000019936
43294,ENSG00000253117,OC90,Oc90,ENSMUSG00000015001
43297,ENSG00000101004,NINL,Ninl,ENSMUSG00000068115
43299,ENSG00000207338,RNU6-296P,Gm25337,ENSMUSG00000065657
43300,ENSG00000198690,FAN1,Fan1,ENSMUSG00000033458
43301,ENSG00000128609,NDUFA5,Ndufa5,ENSMUSG00000023089
43302,ENSG00000139329,LUM,Lum,ENSMUSG00000036446
43313,ENSG00000137078,SIT1,Sit1,ENSMUSG00000028460
43318,ENSG00000107957,SH3PXD2A,Sh3pxd2a,ENSMUSG00000053617
43320,ENSG00000147679,UTP23,Utp23,ENSMUSG00000022313
43321,ENSG00000167720,SRR,Srr,ENSMUSG00000001323
43322,ENSG00000011465,DCN,Dcn,ENSMUSG00000019929
43325,ENSG00000156853,ZNF689,Zfp689,ENSMUSG00000048921
43326,ENSG00000184304,PRKD1,Prkd1,ENSMUSG00000002688
43327,ENSG00000137101,CD72,Cd72,ENSMUSG00000028459
43328,ENSG00000125510,OPRL1,Oprl1,ENSMUSG00000027584
43329,ENSG00000104883,PEX11G,Pex11g,ENSMUSG00000069633
43332,ENSG00000205002,AARD,Aard,ENSMUSG00000068522
43334,ENSG00000088827,SIGLEC1,Siglec1,ENSMUSG00000027322
43335,ENSG00000114450,GNB4,Gnb4,ENSMUSG00000027669
43336,ENSG00000128815,WDFY4,Wdfy4,ENSMUSG00000051506
43339,ENSG00000008853,RHOBTB2,Rhobtb2,ENSMUSG00000022075
43340,ENSG00000165168,CYBB,Cybb,ENSMUSG00000015340
43349,ENSG00000241635,UGT1A1,Ugt1a1,ENSMUSG00000089960
43350,ENSG00000156858,PRR14,Prr14,ENSMUSG00000030822
43351,ENSG00000198723,SAXO5,Tex45,ENSMUSG00000040340
43357,ENSG00000167721,TSR1,Tsr1,ENSMUSG00000038335
43358,ENSG00000188739,RBM34,Rbm34,ENSMUSG00000033931
43359,ENSG00000125375,DMAC2L,Dmac2l,ENSMUSG00000054894
43362,ENSG00000123485,HJURP,Hjurp,ENSMUSG00000044783
43363,ENSG00000198223,CSF2RA,Csf2ra,ENSMUSG00000059326
43366,ENSG00000088298,EDEM2,Edem2,ENSMUSG00000038312
43368,ENSG00000198816,ZNF358,Zfp358,ENSMUSG00000047264
43369,ENSG00000112237,CCNC,Ccnc,ENSMUSG00000028252
43371,ENSG00000090674,MCOLN1,Mcoln1,ENSMUSG00000004567
43373,ENSG00000148053,NTRK2,Ntrk2,ENSMUSG00000055254
43378,ENSG00000188981,MSANTD1,Msantd1,ENSMUSG00000051246
43381,ENSG00000211448,DIO2,Dio2,ENSMUSG00000007682
43382,ENSG00000203730,TEDDM1,Teddm1a,ENSMUSG00000047053
43383,ENSG00000203730,TEDDM1,Teddm1b,ENSMUSG00000043282
43384,ENSG00000170807,LMOD2,Lmod2,ENSMUSG00000029683
43394,ENSG00000106299,WASL,Wasl,ENSMUSG00000029684
43395,ENSG00000145287,PLAC8,Plac8,ENSMUSG00000029322
43405,ENSG00000164182,NDUFAF2,Ndufaf2,ENSMUSG00000068184
43410,ENSG00000101019,UQCC1,Uqcc1,ENSMUSG00000005882
43411,ENSG00000055950,MRPL43,Mrpl43,ENSMUSG00000025208
43412,ENSG00000008283,CYB561,Cyb561,ENSMUSG00000019590
43413,ENSG00000143341,HMCN1,Hmcn1,ENSMUSG00000066842
43414,ENSG00000139970,RTN1,Rtn1,ENSMUSG00000021087
43415,ENSG00000130150,MOSPD2,Mospd2,ENSMUSG00000061778
43416,ENSG00000144481,TRPM8,Trpm8,ENSMUSG00000036251
43417,ENSG00000168671,UGT3A2,Ugt3a2,ENSMUSG00000049152
43418,ENSG00000168671,UGT3A2,Ugt3a1,ENSMUSG00000072664
43422,ENSG00000106302,HYAL4,Hyal4,ENSMUSG00000029680
43423,ENSG00000156860,FBRS,Fbrs,ENSMUSG00000042423
43426,ENSG00000032444,PNPLA6,Pnpla6,ENSMUSG00000004565
43427,ENSG00000106333,PCOLCE,Pcolce,ENSMUSG00000029718
43430,ENSG00000173085,COQ2,Coq2,ENSMUSG00000029319
43433,ENSG00000181544,FANCB,Fancb,ENSMUSG00000047757
43434,ENSG00000164187,LMBRD2,Lmbrd2,ENSMUSG00000039704
43436,ENSG00000166912,MTMR10,Mtmr10,ENSMUSG00000030522
43437,ENSG00000252074,RNU6-416P,Gm25404,ENSMUSG00000119828
43441,ENSG00000106330,MOSPD3,Mospd3,ENSMUSG00000037221
43443,ENSG00000005844,ITGAL,Itgal,ENSMUSG00000030830
43444,ENSG00000111775,COX6A1,Cox6a1,ENSMUSG00000041697
43446,ENSG00000170855,TRIAP1,Triap1,ENSMUSG00000029535
43451,ENSG00000257218,GATC,Gatc,ENSMUSG00000029536
43452,ENSG00000099834,CDHR5,Cdhr5,ENSMUSG00000025497
43453,ENSG00000136518,ACTL6A,Actl6a,ENSMUSG00000027671
43454,ENSG00000173083,HPSE,Hpse,ENSMUSG00000035273
43458,ENSG00000088986,DYNLL1,Dynll1,ENSMUSG00000009013
43462,ENSG00000152620,NADK2,Nadk2,ENSMUSG00000022253
43464,ENSG00000100526,CDKN3,Cdkn3,ENSMUSG00000037628
43468,ENSG00000106327,TFR2,Tfr2,ENSMUSG00000029716
43470,ENSG00000165272,AQP3,Aqp3,ENSMUSG00000028435
43480,ENSG00000102053,ZC3H12B,Zc3h12b,ENSMUSG00000035045
43489,ENSG00000110871,COQ5,Coq5,ENSMUSG00000041733
43494,ENSG00000116703,PDC,Pdc,ENSMUSG00000006007
43506,ENSG00000243978,RTL9,Rtl9,ENSMUSG00000085584
43510,ENSG00000102317,RBM3,Rbm3,ENSMUSG00000031167
43527,ENSG00000284357,MIR34A,Mir34a,ENSMUSG00000065493
43530,ENSG00000213614,HEXA,Hexa,ENSMUSG00000025232
43532,ENSG00000253005,RNU6-176P,Gm23614,ENSMUSG00000064532
43537,ENSG00000207328,RNU6-636P,Gm25061,ENSMUSG00000119321
43554,ENSG00000207508,RNU6-1237P,Gm25326,ENSMUSG00000119701
43566,ENSG00000159640,ACE,Ace,ENSMUSG00000020681
43575,ENSG00000167272,POP5,Pop5,ENSMUSG00000060152
43585,ENSG00000252338,RNU6-503P,Gm54812,ENSMUSG00002075801
43595,ENSG00000107929,LARP4B,Larp4b,ENSMUSG00000033499
43610,ENSG00000284202,MIR137,Mir137,ENSMUSG00000065569
43617,ENSG00000152102,FAM168B,Fam168b,ENSMUSG00000037503
43618,ENSG00000207962,MIR30C1,Mir30c-1,ENSMUSG00000065490
43621,ENSG00000202259,RNU6-1318P,Gm25797,ENSMUSG00000119240
43638,ENSG00000252162,RNU6-830P,Gm22971,ENSMUSG00000065239
43640,ENSG00000101940,WDR13,Wdr13,ENSMUSG00000031166
43641,ENSG00000283899,MIR761,Mir761,ENSMUSG00000076444
43642,ENSG00000200800,RNU1-130P,Gm23735,ENSMUSG00000064485
43649,ENSG00000252797,RN7SKP272,Gm54967,ENSMUSG00002075466
43661,ENSG00000139537,CCDC65,Ccdc65,ENSMUSG00000003354
43668,ENSG00000194297,RNU1-75P,Gm24291,ENSMUSG00000088258
43670,ENSG00000207472,RNU6-41P,Gm26324,ENSMUSG00000119936
43671,ENSG00000207472,RNU6-41P,Gm25173,ENSMUSG00000095003
43677,ENSG00000251813,RNU6-983P,Gm26022,ENSMUSG00000089288
43681,ENSG00000204007,GLT6D1,Glt6d1,ENSMUSG00000036401
43682,ENSG00000202491,RNU6-716P,Gm25598,ENSMUSG00000119921
43687,ENSG00000201493,RNU1-141P,Gm24621,ENSMUSG00000064613
43688,ENSG00000200139,RNU6-778P,Gm26454,ENSMUSG00001118661
43692,ENSG00000145604,SKP2,Skp2,ENSMUSG00000054115
43695,ENSG00000201544,SNORA16B,Gm23454,ENSMUSG00000065266
43696,ENSG00000201544,SNORA16B,Gm24896,ENSMUSG00000084690
43706,ENSG00000252860,RNU6-570P,Gm25600,ENSMUSG00000088982
43707,ENSG00000148386,LCN9,Lcn9,ENSMUSG00000023210
43715,ENSG00000284485,MIR205,Mir205,ENSMUSG00000065533
43723,ENSG00000200033,RNU6-403P,Gm23966,ENSMUSG00000119442
43728,ENSG00000127191,TRAF2,Traf2,ENSMUSG00000026942
43734,ENSG00000202609,MIR488,Mir488,ENSMUSG00000070103
43737,ENSG00000147457,CHMP7,Chmp7,ENSMUSG00000034190
43743,ENSG00000101323,HAO1,Hao1,ENSMUSG00000027261
43749,ENSG00000077080,ACTL6B,Actl6b,ENSMUSG00000029712
43755,ENSG00000134285,FKBP11,Fkbp11,ENSMUSG00000003355
43771,ENSG00000070770,CSNK2A2,Csnk2a2,ENSMUSG00000046707
43779,ENSG00000252084,RN7SKP12,Gm55534,ENSMUSG00002075962
43790,ENSG00000125827,TMX4,Tmx4,ENSMUSG00000034723
43792,ENSG00000162545,CAMK2N1,Camk2n1,ENSMUSG00000046447
43800,ENSG00000090432,MUL1,Mul1,ENSMUSG00000041241
43802,ENSG00000136522,MRPL47,Mrpl47,ENSMUSG00000037531
43804,ENSG00000008869,HEATR5B,Heatr5b,ENSMUSG00000039414
43805,ENSG00000165806,CASP7,Casp7,ENSMUSG00000025076
43807,ENSG00000183114,FAM43B,Fam43b,ENSMUSG00000078235
43811,ENSG00000158825,CDA,Cda,ENSMUSG00000028755
43816,ENSG00000172354,GNB2,Gnb2,ENSMUSG00000029713
43818,ENSG00000070031,SCT,Sct,ENSMUSG00000038580
43825,ENSG00000201348,RNU105B,Gm25483,ENSMUSG00000119770
43826,ENSG00000201348,RNU105B,Gm25804,ENSMUSG00000119542
43827,ENSG00000069696,DRD4,Drd4,ENSMUSG00000025496
43828,ENSG00000101856,PGRMC1,Pgrmc1,ENSMUSG00000006373
43829,ENSG00000182621,PLCB1,Plcb1,ENSMUSG00000051177
43830,ENSG00000158828,PINK1,Pink1,ENSMUSG00000028756
43832,ENSG00000132297,HHLA1,Hhla1,ENSMUSG00000072511
43836,ENSG00000232434,AJM1,Ajm1,ENSMUSG00000029419
43837,ENSG00000197702,PARVA,Parva,ENSMUSG00000030770
43847,ENSG00000077713,SLC25A43,Slc25a43,ENSMUSG00000037636
43848,ENSG00000103023,PRSS54,Prss54,ENSMUSG00000048400
43852,ENSG00000238754,SCARNA18B,Gm25663,ENSMUSG00000088323
43854,ENSG00000167702,KIFC2,Kifc2,ENSMUSG00000004187
43855,ENSG00000134371,CDC73,Cdc73,ENSMUSG00000026361
43856,ENSG00000169884,WNT10B,Wnt10b,ENSMUSG00000022996
43861,ENSG00000005022,SLC25A5,Slc25a5,ENSMUSG00000016319
43863,ENSG00000157657,ZNF618,Zfp618,ENSMUSG00000028358
43865,ENSG00000178772,CPN2,Cpn2,ENSMUSG00000023176
43866,ENSG00000077721,UBE2A,Ube2a,ENSMUSG00000016308
43867,ENSG00000179958,DCTPP1,Dctpp1,ENSMUSG00000042462
43868,ENSG00000172061,LRRC15,Lrrc15,ENSMUSG00000052316
43872,ENSG00000200303,RNU6-940P,Gm26271,ENSMUSG00000119797
43873,ENSG00000200303,RNU6-940P,Gm25619,ENSMUSG00000119360
43875,ENSG00000181418,DDN,Ddn,ENSMUSG00000059213
43876,ENSG00000041802,LSG1,Lsg1,ENSMUSG00000022538
43880,ENSG00000167550,RHEBL1,Rhebl1,ENSMUSG00000023755
43888,ENSG00000218739,CEBPZOS,Cebpzos,ENSMUSG00000062691
43892,ENSG00000103222,ABCC1,Abcc1,ENSMUSG00000023088
43896,ENSG00000162630,B3GALT2,B3galt2,ENSMUSG00000033849
43898,ENSG00000160973,FOXH1,Foxh1,ENSMUSG00000033837
43901,ENSG00000198674,OR10G6,Or10g6,ENSMUSG00000046678
43913,ENSG00000208009,MIR130A,Mir130a,ENSMUSG00000065484
43914,ENSG00000163312,HELQ,Helq,ENSMUSG00000035266
43915,ENSG00000139549,DHH,Dhh,ENSMUSG00000023000
43917,ENSG00000162222,TTC9C,Ttc9c,ENSMUSG00000071660
43921,ENSG00000160972,PPP1R16A,Ppp1r16a,ENSMUSG00000033819
43925,ENSG00000066557,LRRC40,Lrrc40,ENSMUSG00000063052
43928,ENSG00000115816,CEBPZ,Cebpz,ENSMUSG00000024081
43929,ENSG00000123416,TUBA1B,Tuba1b,ENSMUSG00000023004
43930,ENSG00000198909,MAP3K3,Map3k3,ENSMUSG00000020700
43960,ENSG00000185112,FAM43A,Fam43a,ENSMUSG00000046546
43961,ENSG00000185670,ZBTB3,Zbtb3,ENSMUSG00000071661
43962,ENSG00000198924,DCLRE1A,Dclre1a,ENSMUSG00000025077
43964,ENSG00000134107,BHLHE40,Bhlhe40,ENSMUSG00000030103
43965,ENSG00000166152,C16orf78,4933402J07Rik,ENSMUSG00000069971
43966,ENSG00000100852,ARHGAP5,Arhgap5,ENSMUSG00000035133
43967,ENSG00000168002,POLR2G,Polr2g,ENSMUSG00000071662
43970,ENSG00000118454,ANKRD13C,Ankrd13c,ENSMUSG00000039988
43973,ENSG00000102935,ZNF423,Zfp423,ENSMUSG00000045333
43975,ENSG00000116761,CTH,Cth,ENSMUSG00000028179
43978,ENSG00000163319,MRPS18C,Mrps18c,ENSMUSG00000016833
43981,ENSG00000003509,NDUFAF7,Ndufaf7,ENSMUSG00000024082
43982,ENSG00000148735,PLEKHS1,Plekhs1,ENSMUSG00000035818
43985,ENSG00000134287,ARF3,Arf3,ENSMUSG00000051853
43988,ENSG00000134108,ARL8B,Arl8b,ENSMUSG00000030105
43989,ENSG00000104938,CLEC4M,Cd209f,ENSMUSG00000051906
43990,ENSG00000104938,CLEC4M,Cd209g,ENSMUSG00000079168
43992,ENSG00000162227,TAF6L,Taf6l,ENSMUSG00000003680
43993,ENSG00000165795,NDRG2,Ndrg2,ENSMUSG00000004558
44004,ENSG00000163322,ABRAXAS1,Abraxas1,ENSMUSG00000035234
44007,ENSG00000148204,CRB2,Crb2,ENSMUSG00000035403
44010,ENSG00000007968,E2F2,E2f2,ENSMUSG00000018983
44014,ENSG00000167701,GPT,Gpt,ENSMUSG00000022546
44017,ENSG00000134109,EDEM1,Edem1,ENSMUSG00000030104
44024,ENSG00000117318,ID3,Id3,ENSMUSG00000007872
44030,ENSG00000121281,ADCY7,Adcy7,ENSMUSG00000031659
44031,ENSG00000168569,TMEM223,Tmem223,ENSMUSG00000117924
44032,ENSG00000142676,RPL11,Rpl11,ENSMUSG00000059291
44033,ENSG00000018610,STEEP1,Steep1,ENSMUSG00000006423
44034,ENSG00000111652,COPS7A,Cops7a,ENSMUSG00000030127
44039,ENSG00000185475,TMEM179B,Tmem179b,ENSMUSG00000118346
44043,ENSG00000172336,POP7,Pop7,ENSMUSG00000029715
44044,ENSG00000011304,PTBP1,Ptbp1,ENSMUSG00000006498
44045,ENSG00000106689,LHX2,Lhx2,ENSMUSG00000000247
44046,ENSG00000130427,EPO,Epo,ENSMUSG00000029711
44047,ENSG00000095627,TDRD1,Tdrd1,ENSMUSG00000025081
44048,ENSG00000145907,G3BP1,G3bp1,ENSMUSG00000018583
44058,ENSG00000199469,RNU1-62P,Gm26263,ENSMUSG00000065215
44060,ENSG00000162231,NXF1,Nxf1,ENSMUSG00000010097
44066,ENSG00000057757,PITHD1,Pithd1,ENSMUSG00000028669
44068,ENSG00000109511,ANXA10,Anxa10,ENSMUSG00000031635
44071,ENSG00000146839,ZAN,Zan,ENSMUSG00000079173
44078,ENSG00000107099,DOCK8,Dock8,ENSMUSG00000052085
44079,ENSG00000180376,CCDC66,Ccdc66,ENSMUSG00000046753
44080,ENSG00000115825,PRKD3,Prkd3,ENSMUSG00000024070
44081,ENSG00000011009,LYPLA2,Lypla2,ENSMUSG00000028670
44082,ENSG00000167700,MFSD3,Mfsd3,ENSMUSG00000019080
44084,ENSG00000131828,PDHA1,Pdha1,ENSMUSG00000031299
44085,ENSG00000107816,LZTS2,Lzts2,ENSMUSG00000035342
44086,ENSG00000160957,RECQL4,Recql4,ENSMUSG00000033762
44089,ENSG00000137628,DDX60,Ddx60,ENSMUSG00000037921
44090,ENSG00000153291,SLC25A27,Slc25a27,ENSMUSG00000023912
44091,ENSG00000165568,AKR1E2,Akr1e1,ENSMUSG00000045410
44093,ENSG00000180113,TDRD6,Tdrd6,ENSMUSG00000040140
44094,ENSG00000180815,MAP3K15,Map3k15,ENSMUSG00000031303
44095,ENSG00000146070,PLA2G7,Pla2g7,ENSMUSG00000023913
44099,ENSG00000117308,GALE,Gale,ENSMUSG00000028671
44100,ENSG00000115828,QPCT,Qpct,ENSMUSG00000024084
44102,ENSG00000136490,LIMD2,Limd2,ENSMUSG00000040699
44105,ENSG00000252361,RNU6-118P,Gm24901,ENSMUSG00000088750
44108,ENSG00000277194,SNORD22,Gm25487,ENSMUSG00000089350
44109,ENSG00000277194,SNORD22,Snord22,ENSMUSG00000065087
44113,ENSG00000275996,SNORD27,Gm24452,ENSMUSG00000065281
44114,ENSG00000069122,ADGRF5,Adgrf5,ENSMUSG00000056492
44115,ENSG00000276788,SNORD26,Gm25894,ENSMUSG00000065392
44116,ENSG00000275043,SNORD25,Gm25855,ENSMUSG00000064721
44123,ENSG00000128052,KDR,Kdr,ENSMUSG00000062960
44124,ENSG00000166793,YPEL4,Ypel4,ENSMUSG00000034059
44127,ENSG00000269335,IKBKG,Ikbkg,ENSMUSG00000004221
44128,ENSG00000253078,RNU6-1116P,Gm55922,ENSMUSG00002076159
44131,ENSG00000163171,CDC42EP3,Cdc42ep3,ENSMUSG00000036533
44135,ENSG00000168356,SCN11A,Scn11a,ENSMUSG00000034115
44142,ENSG00000108424,KPNB1,Kpnb1,ENSMUSG00000001440
44144,ENSG00000156599,ZDHHC5,Zdhhc5,ENSMUSG00000034075
44145,ENSG00000173166,RAPH1,Raph1,ENSMUSG00000026014
44147,ENSG00000121274,TENT4B,Tent4b,ENSMUSG00000036779
44156,ENSG00000182054,IDH2,Idh2,ENSMUSG00000030541
44158,ENSG00000160959,LRRC14,Lrrc14,ENSMUSG00000033728
44160,ENSG00000204356,NELFE,Nelfe,ENSMUSG00000024369
44162,ENSG00000170561,IRX2,Irx2,ENSMUSG00000001504
44183,ENSG00000163297,ANTXR2,Antxr2,ENSMUSG00000029338
44185,ENSG00000175581,MRPL48,Mrpl48,ENSMUSG00000030706
44192,ENSG00000169252,ADRB2,Adrb2,ENSMUSG00000045730
44194,ENSG00000164287,CDC20B,Cdc20b,ENSMUSG00000078926
44196,ENSG00000254402,LRRC24,Lrrc24,ENSMUSG00000033707
44202,ENSG00000196411,EPHB4,Ephb4,ENSMUSG00000029710
44203,ENSG00000217555,CKLF,Cklf,ENSMUSG00000054400
44205,ENSG00000132703,APCS,Apcs,ENSMUSG00000026542
44206,ENSG00000213563,C8orf82,C030006K11Rik,ENSMUSG00000116138
44209,ENSG00000132693,CRP,Crp,ENSMUSG00000037942
44213,ENSG00000182463,TSHZ2,Tshz2,ENSMUSG00000047907
44218,ENSG00000134461,ANKRD16,Ankrd16,ENSMUSG00000047909
44220,ENSG00000158716,DUSP23,Dusp23,ENSMUSG00000026544
44233,ENSG00000198169,ZNF251,Zfp251,ENSMUSG00000022526
44236,ENSG00000171940,ZNF217,Zfp217,ENSMUSG00000052056
44238,ENSG00000181036,FCRL6,Fcrl6,ENSMUSG00000070504
44240,ENSG00000140575,IQGAP1,Iqgap1,ENSMUSG00000030536
44242,ENSG00000197363,ZNF517,Zfp113,ENSMUSG00000037007
44245,ENSG00000160211,G6PD,G6pd2,ENSMUSG00000089992
44246,ENSG00000160211,G6PD,G6pdx,ENSMUSG00000031400
44247,ENSG00000164403,SHROOM1,Shroom1,ENSMUSG00000018387
44250,ENSG00000140932,CMTM2,Cmtm2b,ENSMUSG00000035785
44251,ENSG00000140932,CMTM2,Cmtm2a,ENSMUSG00000074127
44252,ENSG00000134452,FBH1,Fbh1,ENSMUSG00000058594
44254,ENSG00000104755,ADAM2,Adam2,ENSMUSG00000022039
44255,ENSG00000140931,CMTM3,Cmtm3,ENSMUSG00000031875
44257,ENSG00000089692,LAG3,Lag3,ENSMUSG00000030124
44258,ENSG00000131437,KIF3A,Kif3a,ENSMUSG00000018395
44259,ENSG00000158714,SLAMF8,Slamf8,ENSMUSG00000053318
44262,ENSG00000181924,COA4,Coa4,ENSMUSG00000044881
44265,ENSG00000243284,VSIG8,Vsig8,ENSMUSG00000049598
44271,ENSG00000010610,CD4,Cd4,ENSMUSG00000023274
44272,ENSG00000187068,C3orf70,2510009E07Rik,ENSMUSG00000043391
44279,ENSG00000146828,SLC12A9,Slc12a9,ENSMUSG00000037344
44281,ENSG00000090054,SPTLC1,Sptlc1,ENSMUSG00000021468
44282,ENSG00000213085,CFAP45,Cfap45,ENSMUSG00000026546
44283,ENSG00000156931,VPS8,Vps8,ENSMUSG00000033653
44285,ENSG00000073861,TBX21,Tbx21,ENSMUSG00000001444
44286,ENSG00000078804,TP53INP2,Trp53inp2,ENSMUSG00000038375
44288,ENSG00000159111,MRPL10,Mrpl10,ENSMUSG00000001445
44290,ENSG00000131067,GGT7,Ggt7,ENSMUSG00000027603
44291,ENSG00000142541,RPL13A,Rpl13a,ENSMUSG00000074129
44295,ENSG00000162723,SLAMF9,Slamf9,ENSMUSG00000026548
44296,ENSG00000141294,LRRC46,Lrrc46,ENSMUSG00000020878
44299,ENSG00000131069,ACSS2,Acss2,ENSMUSG00000027605
44300,ENSG00000141295,SCRN2,Scrn2,ENSMUSG00000020877
44303,ENSG00000204348,DXO,Dxo,ENSMUSG00000040482
44304,ENSG00000250510,GPR162,Gpr162,ENSMUSG00000038390
44305,ENSG00000183723,CMTM4,Cmtm4,ENSMUSG00000096188
44314,ENSG00000163399,ATP1A1,Atp1a1,ENSMUSG00000033161
44315,ENSG00000119397,CNTRL,Cntrl,ENSMUSG00000057110
44319,ENSG00000087077,TRIP6,Trip6,ENSMUSG00000023348
44320,ENSG00000182481,KPNA2,Kpna2rt,ENSMUSG00000066878
44321,ENSG00000182481,KPNA2,Kpna2,ENSMUSG00000018362
44322,ENSG00000110811,P3H3,P3h3,ENSMUSG00000023191
44326,ENSG00000155508,CNOT8,Cnot8,ENSMUSG00000020515
44328,ENSG00000188603,CLN3,Cln3,ENSMUSG00000030720
44331,ENSG00000147677,EIF3H,Eif3h,ENSMUSG00000022312
44338,ENSG00000005448,WDR54,Wdr54,ENSMUSG00000030032
44350,ENSG00000261371,PECAM1,Pecam1,ENSMUSG00000020717
44351,ENSG00000166145,SPINT1,Spint1,ENSMUSG00000027315
44352,ENSG00000173875,ZNF791,Zfp791,ENSMUSG00000074194
44361,ENSG00000104774,MAN2B1,Man2b1,ENSMUSG00000005142
44362,ENSG00000271605,MILR1,Milr1,ENSMUSG00000040528
44363,ENSG00000196455,PIK3R4,Pik3r4,ENSMUSG00000032571
44364,ENSG00000087087,SRRT,Srrt,ENSMUSG00000037364
44370,ENSG00000177888,ZBTB41,Zbtb41,ENSMUSG00000033964
44371,ENSG00000134470,IL15RA,Il15ra,ENSMUSG00000023206
44372,ENSG00000187955,COL14A1,Col14a1,ENSMUSG00000022371
44373,ENSG00000115274,INO80B,Ino80b,ENSMUSG00000030034
44374,ENSG00000243364,EFNA4,Efna4,ENSMUSG00000028040
44376,ENSG00000111664,GNB3,Gnb3,ENSMUSG00000023439
44378,ENSG00000163394,CCKAR,Cckar,ENSMUSG00000029193
44379,ENSG00000165349,SLC7A3,Slc7a3,ENSMUSG00000031297
44380,ENSG00000153707,PTPRD,Ptprd,ENSMUSG00000028399
44382,ENSG00000256525,POLG2,Polg2,ENSMUSG00000020718
44383,ENSG00000143590,EFNA3,Efna3,ENSMUSG00000028039
44384,ENSG00000128039,SRD5A3,Srd5a3,ENSMUSG00000029233
44388,ENSG00000169242,EFNA1,Efna1,ENSMUSG00000027954
44389,ENSG00000147168,IL2RG,Il2rg,ENSMUSG00000031304
44392,ENSG00000153012,LGI2,Lgi2,ENSMUSG00000039252
44393,ENSG00000239779,WBP1,Wbp1,ENSMUSG00000030035
44394,ENSG00000107331,ABCA2,Abca2,ENSMUSG00000026944
44398,ENSG00000108854,SMURF2,Smurf2,ENSMUSG00000018363
44400,ENSG00000222783,RN7SKP212,Gm55367,ENSMUSG00002075427
44401,ENSG00000179335,CLK3,Clk3,ENSMUSG00000032316
44402,ENSG00000169241,SLC50A1,Slc50a1,ENSMUSG00000027953
44405,ENSG00000038210,PI4K2B,Pi4k2b,ENSMUSG00000029186
44410,ENSG00000125351,UPF3B,Upf3b,ENSMUSG00000036572
44414,ENSG00000163347,CLDN1,Cldn1,ENSMUSG00000022512
44418,ENSG00000113946,CLDN16,Cldn16,ENSMUSG00000038148
44419,ENSG00000109618,SEPSECS,Sepsecs,ENSMUSG00000029173
44421,ENSG00000187726,DNAJB13,Dnajb13,ENSMUSG00000030708
44423,ENSG00000204822,MRPL53,Mrpl53,ENSMUSG00000030037
44428,ENSG00000147065,MSN,Msn,ENSMUSG00000031207
44429,ENSG00000010626,LRRC23,Lrrc23,ENSMUSG00000030125
44430,ENSG00000135637,CCDC142,Ccdc142,ENSMUSG00000107499
44435,ENSG00000175564,UCP3,Ucp3,ENSMUSG00000032942
44436,ENSG00000123154,WDR83,Wdr83,ENSMUSG00000005150
44437,ENSG00000017260,ATP2C1,Atp2c1,ENSMUSG00000032570
44442,ENSG00000078814,MYH7B,Myh7b,ENSMUSG00000074652
44444,ENSG00000158985,CDC42SE2,Cdc42se2,ENSMUSG00000052298
44445,ENSG00000108654,DDX5,Ddx5,ENSMUSG00000020719
44446,ENSG00000101935,AMMECR1,Ammecr1,ENSMUSG00000042225
44449,ENSG00000153132,CLGN,Clgn,ENSMUSG00000002190
44451,ENSG00000214517,PPME1,Ppme1,ENSMUSG00000030718
44453,ENSG00000163463,KRTCAP2,Krtcap2,ENSMUSG00000042747
44454,ENSG00000164266,SPINK1,Spink1,ENSMUSG00000024503
44455,ENSG00000133136,GNG5B,Gng5c,ENSMUSG00000117145
44457,ENSG00000130826,DKC1,Dkc1,ENSMUSG00000031403
44462,ENSG00000050748,MAPK9,Mapk9,ENSMUSG00000020366
44466,ENSG00000231852,CYP21A2,Cyp21a1,ENSMUSG00000024365
44467,ENSG00000196090,PTPRT,Ptprt,ENSMUSG00000053141
